PublicationID,PublicationType,Title,Authors,CreationDate
505,Presentation/PrÈsentation,Quantifying the extent of metallization following the Direct Reduction of Chromite (DRC),"Nail R. Zagrtdenov, Dogan Paktunc, Nasseh Khodaie, Eleanor Berryman",2020-01-06
506,Presentation/PrÈsentation,THE PROGRESS FOR THE APPLICATION OF HYDROGEN POWER FOR UNDERGROUND MINING VEHICLES,Dr. Marc B√©tournay,2019-11-28
507,Presentation/PrÈsentation,Towards Deployment of Vehicle Hydrogen Power by the Canadian Mining Industry,Dr Marc B√©tournay,2019-11-26
508,Presentation/PrÈsentation,The issue of REE solubility in determining toxicity thresholds,"Carrie Rickwood, Josh Baker, James Elphick",2019-11-19
509,Presentation/PrÈsentation,Lignes directrices de l'utilisation de l'hydrog√®ne dans les mines,"Gilles LeBlanc, Marc B√©tournay",2019-11-14
510,Presentation/PrÈsentation,Investigating climate change impacts on metal contaminated sediments,"Carrie Rickwood, Stephanie DeSisto, Emily Suominen, Philippa Huntsman",2019-11-04
511,Presentation/PrÈsentation,Understanding the fate and effects of metal-bound dusts at abondoned mine sites,"Carrie Rickwood, Heather Jamieson, Amy Cleaver, Philippa Huntsman",2019-11-04
512,Presentation/PrÈsentation,An overview of the findings of using a high-performance synthetic cable for mine hoisting,Martin Cote,2019-10-21
513,Presentation/PrÈsentation,Use of biomonitoring and remote sensing to track mine dust in a changing climate,"Philippa Huntsman, Carrie Rickwood",2019-10-17
514,Presentation/PrÈsentation,A Quick Introduction to Sulphidic Rock Drainage at Mine Sites,Bill Price,2019-10-16
515,Presentation/PrÈsentation,Ecosystem risk management for mines in Canada: Adapting to a changing climate ,Philippa Huntsman   Carrie Rickwood,2019-10-08
516,Presentation/PrÈsentation,New Tech - The Green Mines of Tomorrow ,Janice Zinck,2019-10-07
517,Presentation/PrÈsentation,Contribution of CCRMP to REE Analysis,Maureen Leaver,2019-10-03
518,Presentation/PrÈsentation,Mining Innovation Imperative,Janice Zinck,2019-10-01
519,Presentation/PrÈsentation,Summary of Worldwide Underground  Mine Diesel Regulations,Mahe Gangal,2019-10-01
520,Presentation/PrÈsentation,Canada‚Äôs REE R&D Program,Janice Zinck and Bryan Tisch,2019-09-24
521,Presentation/PrÈsentation,Recycling of Thickener Tank Overflow Stream at a North American Concentrator,"T. Di Feo, S. Mortazavi, L. Morin and A. Demers",2019-09-12
522,Presentation/PrÈsentation,Development and testing of the CMIN-BCM for monitoring borehole closure in underground environments,"Steven Gaines, Ken Judge, Denis Labrie",2019-09-04
523,Presentation/PrÈsentation,CCRMP and PTP-MAL Highlights ,"Maureen Leaver, Diane Desroches and Lyne Lortie ",2019-08-06
524,Presentation/PrÈsentation,Machine Learning for Microseismic Event Classification,"Michelle Levesque, Todd McDonald",2019-08-06
525,Presentation/PrÈsentation,Environmental risk management for mines in Canada: Adapting to a changing climate,Philippa Huntsman and Carrie Rickwood,2019-07-25
526,Presentation/PrÈsentation,Application of High Performance Synthetic Ropes for Mine Hoisting,Martin C√¥t√©,2019-07-19
527,Presentation/PrÈsentation,A promising approach to accelerate rehabilitation and generate value from sulfidic tailings,"Bryan Tisch, Suzanne Beauchemin, Sean Langley and Juha Metsaranta",2019-06-12
528,Presentation/PrÈsentation,Optimizing Zr and REE recovery from zircon through a better understanding of the mechanisms governing its decomposition in alkali media,"Yves Thibault, Joanne Gamage McEvoy and Dominique Duguay",2019-06-10
529,Presentation/PrÈsentation,Crushing the Consumption Conundrum,Janice Zinck,2019-05-02
530,Presentation/PrÈsentation,A promising approach to accelerate rehabilitation and generate value from sulfidic tailings,"Bryan Tisch, Suzanne Beauchemin, Sean Langley, Juha Metsaranta",2019-04-26
531,Presentation/PrÈsentation,Mining Value from Waste - Building a pan-Canadian effort,Bryan Tisch ,2019-04-26
532,Presentation/PrÈsentation,Big Data and AI Platform for mining,Michelle Levesque,2019-04-25
533,Presentation/PrÈsentation,Developing a process to recover rare earth elements and scandium from coal fly ash,"Rory Cameron, Yves Thibault, Rolando Lastra, Alain Bilodeau, Jean-Michel Bondy",2019-04-10
534,Presentation/PrÈsentation,Reducing energy and GHG emissions in mining,Michelle Levesque,2019-04-05
535,Presentation/PrÈsentation,Tracking water quality in a changing climate,"Miller C, Huntsman P, Bouwhuis R, Rickwood C",2019-04-02
536,Presentation/PrÈsentation,Canadian Rare Earth Elements R&D Program,"Janice Zinck, Bryan Tisch, Ian London (CREEN)",2019-03-10
537,Presentation/PrÈsentation,Cumulative effects of sediment resuspension events ‚Äì the impact of climate change on sediment-bound metals ,"Stephanie DeSisto, Carrie Rickwood, Philippa Huntsman",2019-03-06
538,Presentation/PrÈsentation,Geochemical response of contaminated lake sediments to climate change associated storm resuspension,Stephanie DeSisto,2019-03-06
539,Presentation/PrÈsentation,Impact of metal-bearing lake sediment resuspension events under future climate change scenarios ,Stephanie DeSisto,2019-03-06
540,Presentation/PrÈsentation,Mineralogical and hydrogeochemical review of abandoned gold mine sites in Nova Scotia,Stephanie DeSisto,2019-03-06
541,Presentation/PrÈsentation,Canadian mining innovation: Advancing through collaboration and sustainability,Janice Zinck,2019-03-01
542,Presentation/PrÈsentation,Canadian mining innovation: Advancing through collaboration and sustainability,Janice Zinck,2019-03-01
543,Presentation/PrÈsentation,Fast Growing Willows and Organic Covers,Bryan Tisch ,2019-03-01
544,Presentation/PrÈsentation,Mining Value from Waste,Bryan Tisch ,2019-03-01
545,Presentation/PrÈsentation,Mining Value from Waste: Transitioning to a Circular and Low Carbon Economy,Bryan Tisch ,2019-03-01
546,Presentation/PrÈsentation,Mining Value from Waste: Transitioning to a Circular and Low Carbon Economy,Janice Zinck,2019-03-01
547,Presentation/PrÈsentation,Overview of Canadian Chomite R&D Program,Bryan Tisch ,2019-03-01
548,Presentation/PrÈsentation,Transforming Risk into Opportunity,Janice Zinck,2019-03-01
549,Presentation/PrÈsentation,Experimental assessment of brine and impure CO2 leakage through well cements at reservoir conditions,Nadia Shafie Zadeh,2019-02-27
550,Presentation/PrÈsentation,"focus on improvement in near-zero emission power, steam and heat generation systems",Nadia Shafie Zadeh,2019-02-27
551,Presentation/PrÈsentation,Investigating climate change impacts on metal contaminated sediments,Carrie Rickwood ,2019-02-27
552,Presentation/PrÈsentation,Ministry Of Labour Ventilation Hygiene Sub-committee Meeting invitation to make presentation on ‚ÄúDiesel Certification and Approval for Underground Mining Engines in Canada‚Äù.,Brent Rubeli,2019-02-27
553,Presentation/PrÈsentation,NRCan Se research update,Carrie Rickwood ,2019-02-27
554,Presentation/PrÈsentation,R√©cup√©ration de chaleur sur l‚Äôeau de proc√©d√© d‚Äôun concentrateur minier ,Yan Germain,2019-02-27
555,Presentation/PrÈsentation,Reprocessing of Gold Mine Tailings,Terry Cheng,2019-02-27
556,Presentation/PrÈsentation,Towards sustainable development of the Ring of Fire chromite resources,Dogan Paktunc,2019-02-27
557,Presentation/PrÈsentation,"Tracking dust under a changing climate: Coupling biogeochemistry, mineralogy and toxicity to assess cumulative mine site impacts",Carrie Rickwood ,2019-02-27
558,Presentation/PrÈsentation,Understanding the fate and effects of metal-bound dusts at abandoned mine sites,Carrie Rickwood ,2019-02-27
559,Presentation/PrÈsentation,NRCan Annual Metal Leaching Acid Rock Drainage Field School ,Bill Price,2019-02-21
560,Presentation/PrÈsentation,REE recovery from secondary sources,Rory Cameron,2019-02-11
561,Presentation/PrÈsentation,Mining Disrupted: A Guide to Finding the Upside,Janice Zinck,2019-02-07
562,Presentation/PrÈsentation,Developing a process to recover rare earth elements and scandium from coal fly ash ,Rory Cameron,2019-02-06
563,Presentation/PrÈsentation,Canadian Certified Reference Materials Project and Proficiency Testing Program ‚Äì Mineral Analysis Laboratories,Maureen Leaver,2019-02-04
564,Presentation/PrÈsentation,Environmental risk management for mines in Canada: Adapting to a climate change ,"Philippa Huntsman, Carrie Rickwood",2019-01-15
565,Presentation/PrÈsentation,REE recovery from secondary sources (Dec. 2018),Rory Cameron,2018-12-10
566,Presentation/PrÈsentation,Organic Covers on Tailings: Effects and Economic Returns,"Sean Langley, Suzanne Beauchemin, Bryan Tisch, Joyce Clemente",2018-11-21
567,Presentation/PrÈsentation,Removal of Metals from the Water Column for Chronic Hazard Classification: Rationale for selecting test parameters in the extended transformation dissolution protocol ,"Huntsman, Philippa; Beaudoin, R.; Rader, K. J.; Carbonaro, R. F.; Hudson, M.; Burton, G. A.; Baken, ",2018-11-08
568,Presentation/PrÈsentation,Canadian mining innovation: Advancing through collaboration and sustainability,Janice Zinck,2018-11-04
569,Presentation/PrÈsentation,Green Mining: Oxymoron or Opportunity,Janice Zinck,2018-10-30
570,Presentation/PrÈsentation,Transforming Risk into Opportunity,Janice Zinck,2018-10-25
571,Presentation/PrÈsentation,Impacts of climate change on mine wastes management by saturated and water covers,Nicolas Reynier,2018-10-22
572,Presentation/PrÈsentation,Ventilation Constraint Solutions - Meet Airflow Demand for Specified Mine Operation Scenarios,Gary Li,2018-10-09
573,Presentation/PrÈsentation,CCRMP and PTP-MAL Highlights 2017-2018,"D. Desroches, M. Leaver, L. Lortie",2018-09-21
574,Presentation/PrÈsentation,√âlectrification : les b√©n√©fices de l'adoption des v√©hicules miniers √©lectriques,Michelle Levesque,2018-09-11
575,Presentation/PrÈsentation,Update on the NRCan Mine Energy Benchmarking Program,Michelle Levesque,2018-09-06
576,Presentation/PrÈsentation,Microwave-assisted mechanical equipment in mining industry,Pejman Nekoovaght,2018-06-27
577,Presentation/PrÈsentation,"Microwave-Assisted Acid Digestion for the Determination of Al, Cr, Fe, Mg and Si in Chromite Samples by ICP-OES","Ruping Wang, Duane Palmer, Marchin Pawlak, Stephen Rennick",2018-06-08
578,Presentation/PrÈsentation,Mining Value from waste: From concept to reality,"Rory Cameron, Janice Zinck",2018-05-29
579,Presentation/PrÈsentation,Ceramic membrane application in recovery and recycling of water in oil sands operations,"Saviz Mortazavi, Charbel Atallah, Andr√© Tremblay, Alex Doiron, Matthew Hudder",2018-05-28
580,Presentation/PrÈsentation,CMIN research at Vale: Summary for 2015-2017 and proposal for 2018-2021,Sean Langley,2018-05-09
581,Presentation/PrÈsentation,Growing hybrid willows on tailings: A viable approach?,Suzanne Beauchemin,2018-04-25
582,Presentation/PrÈsentation,REE recovery from secondary sources (April. 2018),Rory Cameron,2018-04-24
583,Presentation/PrÈsentation,Microwave-assisted mechanical equipment in mining industry,Pejman Nekoovaght,2018-04-09
584,Presentation/PrÈsentation,Fast-growing willows and organic cover: A promising approach to accelerate rehabilitation and generate value from sulfidic tailings?,Suzanne Beauchemin,2018-04-04
585,Presentation/PrÈsentation,Going undercover to remediate historical gold mine waste ,Stephanie DeSisto,2018-03-27
586,Presentation/PrÈsentation,Ceramic membrane application in recovery and recycling of water in in-situ oil sands operations,"Saviz Mortazavi, Charbel Atallah, Andr√© Tremblay, Alex Doiron",2018-03-15
587,Presentation/PrÈsentation,Greenhouse Gas (GHG) Emissions from Underground Mining Engines ,"Brent Rubeli, Mahe Gangal, David Young",2018-03-15
588,Presentation/PrÈsentation,The NRCan Energy Benchmarking Program,Michelle Levesque,2018-03-15
589,Presentation/PrÈsentation,Fast-growing willows and organic cover: A promising approach to accelerate rehabilitation and generate value from sulfidic tailings?,"Bryan Tisch, Suzanne Beauchemin, Joyce Clemente, Sean Langley,Juha Metsaranta",2018-02-06
590,Presentation/PrÈsentation,Adapting to a changing climate: implications for mine water management,Philippa Huntsman-Mapila,2018-01-25
591,Presentation/PrÈsentation,The Fate and Effects of Metals in a Changing Climate - the Impacts of Extreme Events,"Carrie Rickwood, Philippa Huntsman-Mapila",2018-01-25
592,Presentation/PrÈsentation,The Fate and Effects of Metals in a Changing Climate - the Impacts of Extreme Events,"Carrie Rickwood, Philippa Huntsman-Mapila",2018-01-25
593,Presentation/PrÈsentation,Hydrogen Mine Introduction Initiative Consortium ‚Äì Project 3 Hydrogen leak behaviour in simulated underground conditions,Gilles Leblanc,2017-12-20
594,Presentation/PrÈsentation,Pr√©sentation de conception¬†: R√©cup√©ration de chaleur sur l‚Äôeau de proc√©d√© de concentrateur minier¬†,Yan Germain,2017-12-20
595,Presentation/PrÈsentation,Mining Value from Waste Reducing Liabilities & Recovering Values ,Terry Cheng,2017-12-14
596,Presentation/PrÈsentation,Benchmarking Mine Data to Reduce Operating Costs,Michelle Levesque,2017-12-11
597,Presentation/PrÈsentation,Potential impact of CC on the bio-geochemistry of mine tailings and current reclamation approaches,"Joyce Clemente, S. Beauchemin, Nicolas Reynier, Sean Langley",2017-12-08
598,Presentation/PrÈsentation,Benchmarking Mine Energy Data to Reduce Emissions and Costs,Michelle Levesque,2017-11-24
599,Presentation/PrÈsentation,Examining Maternal Transfer of Selenium in Daphnids Using Laser Ablation ICP-MS ,Carrie Rickwood ,2017-11-07
600,Presentation/PrÈsentation,Mine Energy Benchmarking Program,Michelle Levesque,2017-11-02
601,Presentation/PrÈsentation,CCRMP and PTP-MAL Highlights 2016-2017 ,"D. Desroches, M. Leaver, Lyne Lortie",2017-10-19
602,Presentation/PrÈsentation,Critical Metals: Resources and Technology - A Canadian Perspective,Janice Zinck,2017-10-16
603,Presentation/PrÈsentation,Les v√©hicules miniers √©lectriques‚Ä¶un tour d'horizon ,Andr√© Harvey,2017-10-10
604,Presentation/PrÈsentation,Greenhouse Gas Emissions From Underground Mining Diesel Engines ,Brent Rubeli,2017-09-27
605,Presentation/PrÈsentation,Summary of CMIN research at Vale 2016-2018: II Microbiological component,Sean Langley and Suzanne Beauchemin,2017-09-26
606,Presentation/PrÈsentation,Summary of CMIN research at Vale 2016-2018: I Geochemical component,"Suzanne Beauchemin, Sean Langley, Joyce Clemente, B. Tisch",2017-09-25
607,Presentation/PrÈsentation,Goldex Shaft #1 Synthetic Rope Mine Holsting Field Trial,Martin Cote,2017-09-20
608,Presentation/PrÈsentation,Observations on CCRMP and PTP-MAL Data,"D. Desroches, M. Leaver",2017-08-29
609,Presentation/PrÈsentation,Promoting early REE separation during ore leaching: an investigation through controlled synthetic crystal dissolution experiments.,"Yves Thibault, Joanne Gamage McEvoy",2017-08-04
610,Presentation/PrÈsentation,Diesel Particulate Matter - Limits of Exposure and Exposure Data,Michel Grenier,2017-06-29
611,Presentation/PrÈsentation,Recouvrements organiques √† consommation d'oxyg√®ne pour la rev√©g√©tation des r√©sidus miniers g√©n√©rateurs d'acide: avantages et d√©fis ,"Suzanne Beauchemin, Sean Langley, Yves Thibault, Joyce Clemente, Joanne Gamage McEvoy",2017-06-05
612,Presentation/PrÈsentation,A recent advance in ultrasonic monitoring of rockbolt conditionsdeveloped by NRC,Ren√©e Royer,2017-05-29
613,Presentation/PrÈsentation,"CanemtMINES - Plan de recherce quinquennal du groupe en controle de terrain, pr√©sent√© √† l'AMQ",Ren√©e Royer,2017-05-29
614,Presentation/PrÈsentation,CanmetMINES¬†: Recherche et d√©veloppement ,Martin Cote,2017-05-17
615,Presentation/PrÈsentation,Mesure de la consommation √©nerg√©tique d‚Äôun syst√®me de ventilation ,Michelle Levesque,2017-05-15
616,Presentation/PrÈsentation,√âtalonnage du proc√©d√© de traitement ,Michelle Levesque,2017-05-11
617,Presentation/PrÈsentation,Outil de calculs des pertes d'√©nergie d'un circuit de broyage,Gilles Leblanc,2017-05-11
618,Presentation/PrÈsentation,CanmetMINING's recent developments on ground control techniques for improving mine safety,"Kristie Tarr, Ren√©e Royer, Denis Labrie, Ian Bedard",2017-04-12
619,Presentation/PrÈsentation,"Impact of Water Regime and Nitrate on Sulfide Oxidation, Update: Extractions","Joyce Clemente, S. Beauchemin, T. MacKinnon, A. Khandelwal ",2017-03-17
620,Presentation/PrÈsentation,Microbial Characterization of Cu-Ni Tailings Under Three Different Management Scenarios ,Sean Langley,2017-03-16
621,Presentation/PrÈsentation,Determining rates of metal removal from the water column for aquatic hazard classification,Philippa Huntsman-Mapila,2017-02-14
622,Presentation/PrÈsentation,Probing crystal chemistry properties that impact flotation selectivity: Collector-mineral interaction experiments in synthetic REE-orthophosphate systems,Joanne Gamage McEvoy,2017-02-02
623,Presentation/PrÈsentation,IDENTIFICATION DU POTENTIEL DE R√âCUP√âRATION D'√âNERGIE DES CIRCUITS DE BROYAGE - ETUDE DE CAS AGNICO-EAGLE DIVISION GOLDEX ,Gilles Leblanc,2016-12-16
624,Presentation/PrÈsentation,CanmetMINING Energy Recovery Tool - Quick Tour,Gilles Leblanc,2016-11-09
625,Presentation/PrÈsentation,Evaluating the fate and effects of selenium in lab-cultured and field-collected biofilms,"Carrie Rickwood, Philippa Huntsman-Mapila",2016-11-04
626,Presentation/PrÈsentation,Working with Biohazards at 555 Booth,Sean Langley and Suzanne Beauchemin,2016-11-04
627,Presentation/PrÈsentation,Energy management strategies in auxiliary mine ventilation systems,Michelle Levesque,2016-09-19
628,Presentation/PrÈsentation,CCRMP highlights 2015 to 2016,Maureen Leaver,2016-08-29
629,Presentation/PrÈsentation,Observations on CCRMP and PTP-MAL Data,Maureen Leaver,2016-08-25
630,Presentation/PrÈsentation,"NOAMI, Abandoned Mines and Ecotourism",Gilles Tremblay,2016-07-15
631,Presentation/PrÈsentation,Ventilation system management ‚Äì the balance between energy conservation and air quality,Michelle Levesque,2016-07-12
632,Presentation/PrÈsentation,Evolution of Cr and Fe species during carbothermic reduction of chromite ores,Dogan Paktunc,2016-06-09
633,Presentation/PrÈsentation,CanmetMINING Energy managment initiatives for the mining sector,"Levesque, Michelle ",2016-05-25
634,Presentation/PrÈsentation,Acute toxicity of RE lanthanides to two daphnid species,Melissa Desforges,2016-05-04
635,Presentation/PrÈsentation,Acute toxicity of RE lanthanides to two daphnid species,Melissa Desforges,2016-05-04
636,Presentation/PrÈsentation,"22nd Annual BC/MEND ML/ARD Workshop, Vancouver, B.C. ",Gilles Tremblay,2016-02-16
637,Presentation/PrÈsentation,¬†Experience of Canadian Partnership Programs ‚Äì MEND and NOAMI ¬†,Gilles Tremblay,2016-02-16
638,Presentation/PrÈsentation,D√©fis et meilleures pratiques pour le drainage rocheux ‚Äì √âtudes de cas canadiens ‚Äì programme NEDEM¬†,Gilles Tremblay,2016-02-16
639,Presentation/PrÈsentation,MEND Program Update¬†,Gilles Tremblay,2016-02-16
640,Presentation/PrÈsentation,Update on the National Orphaned and Abandoned Mines Initiative (NOAMI)¬†,Gilles Tremblay,2016-02-16
641,Presentation/PrÈsentation,¬†The Canadian MEND Program ‚Äì 1989-2015¬†,Gilles Tremblay,2016-02-15
642,Presentation/PrÈsentation,Environmental Challenges and Opportunities for the Mining Industry¬†,Gilles Tremblay,2016-02-15
643,Presentation/PrÈsentation,GMIAC - Pilot Project on Energy Saving¬†,Gilles Leblanc,2016-02-04
644,Presentation/PrÈsentation,GMIAC - Projet pilot sur les economies d'√©nergie des circuits de broyage¬†,Gilles Leblanc,2016-02-04
645,Presentation/PrÈsentation,GMIAC Pilot Project on Energy Saving - Early Progress Report¬†,Gilles Leblanc,2016-02-04
646,Presentation/PrÈsentation, Canada‚Äôs National Orphaned and Abandoned Mines Initiative (NOAMI) ,Gilles Tremblay,2016-02-02
647,Presentation/PrÈsentation,Drop load (dynamic) testing of complete Ground Control Systems,Roger Lacroix,2015-12-01
648,Presentation/PrÈsentation,"Innovation in Mine Water Management: Remote, Real-time Sensors for Water Quality Monitoring",Philippa Huntsman-Mapila,2015-11-17
649,Presentation/PrÈsentation,Update on Diesel Particulate Matter Control Efforts in Canadian Mine,Michel Grenier,2015-10-14
650,Presentation/PrÈsentation,L'introduction de l'hydrog√®ne dans les mines,Martin C√¥t√©,2015-10-08
651,Presentation/PrÈsentation,"INNOVATIVE PROCESS FOR ACTINIDE AND RARE EARTH ELEMENTS RECOVERY FROM NUCLEAR WASTES, MINE WASTES AND ORE CONCENTRATE",Nicolas Reynier,2015-09-22
652,Presentation/PrÈsentation,CCRMP Highlights 2014 to 2015,Maureen Leaver,2015-09-01
653,Presentation/PrÈsentation,Observations  on CCRMP Data ,Maureen Leaver,2015-09-01
654,Presentation/PrÈsentation,Acti-Gel¬Æ208 as an additive for paste and hydraulic backfill,Ian Bedard,2015-06-15
655,Presentation/PrÈsentation,"High Performance Synthetic Ropes for Mine Hoisting, Presentation to PSTC May 25th 2015",Raymond Gaetan,2015-05-15
656,Presentation/PrÈsentation,Reducing the Barriers to the Adoption of Energy Management Technology in U/G Mines - ETV Certification for Green Mining Technology,"Grenier, Michel",2015-04-22
657,Presentation/PrÈsentation,Diesel Particulate in Mines - Current Knowledge and Solutions,"Grenier, Michel",2015-04-14
658,Presentation/PrÈsentation,Hazard Classification of Mining Products for the Protection of the Marine Environment,"Huntsman-Mapila, Philippa",2015-04-01
659,Presentation/PrÈsentation,Reclaiming Acidic Tailings with Organic Covers for Biomass Production:  A Field Case Study,"Tisch, Bryan",2015-03-17
660,Presentation/PrÈsentation,Recent Advances in Green Mining Technologies in Canada,"Habib, Magdi",2014-10-31
661,Presentation/PrÈsentation,Reducing Diesel Particulate Exposure - Lessons Learned in the Mining Sector,"Grenier, Michel",2014-10-24
662,Presentation/PrÈsentation,CCRMP Highlights for 2013-2014,"Leaver, Maureen",2014-10-14
663,Presentation/PrÈsentation,Observations on the Data from the Preparation of Certified Reference Materials and Proficiency Testing Program ‚Äì Mineral Analysis Laboratories (PTP-MAL) at CCRMP,"Desroches, Diane",2014-09-22
664,Presentation/PrÈsentation,Green Mines Green Energy: Impact of 6 years of organic cover on metal mobility in acidic tailings,"Beauchemin, Suzanne",2014-06-05
665,Presentation/PrÈsentation,Canada's National Orphaned and Abandoned Mines Initiative (NOAMI),"Tremblay, Gilles",2014-05-08
666,Presentation/PrÈsentation,Marine Transformation/Dissolution Project Proposal,"Huntsman-Mapila, Philippa",2014-04-03
667,Presentation/PrÈsentation,Ventilation on Demand,"Hardcastle, Stephen",2014-04-03
668,Presentation/PrÈsentation,Reductive Dissolution of Goethite and Mobilization of Arsenic from Mine Tailings,D. Paktunc,2014-03-03
669,Presentation/PrÈsentation,Hazard Classification for Market Access:  CanmetMINING‚Äôs Transformation/Dissolution Research,P. Huntsman-Mapila,2014-02-14
670,Presentation/PrÈsentation,"Hazard Classification of Metals, Metal Compounds and Alloys for Market Access:  CanmetMINING‚Äôs Transformation/Dissolution Research",P. Huntsman-Mapila,2014-02-14
671,Presentation/PrÈsentation,Science Extending the Reach of Policy:  Hazard Classification for Market Access,P. Huntsman-Mapila,2014-02-14
672,Presentation/PrÈsentation,Mineralogical Controls on Arsenic Mobilization from Mine Wastes,D. Paktunc,2014-01-27
673,Presentation/PrÈsentation,Propri√©t√©s du Shale d'Utica R√©gion de St-√âdouard - Forage F1,D. Labrie,2013-12-23
674,Presentation/PrÈsentation,Evaluating their Potential Sources of Stable C and Inorganic Nutrients,"Clemente, Beauchemin, MacKinnon et al.",2013-11-19
675,Presentation/PrÈsentation,Rehabilitation of acidic mine tailings for biofuel production: from biosolids to biochar amendments,"Beauchemin, Tisch, Clemente et al.",2013-11-19
676,Presentation/PrÈsentation,Chronic Classification of Nickel Concentrates Based on Transformation/Dissolution Characteristics,J.M. Skeaff,2013-11-13
677,Presentation/PrÈsentation,Diesel et ventilation ‚Äì D√©fis et bonnes pratiques,M. Grenier,2013-10-09
678,Presentation/PrÈsentation,Effect of In-use DOCs on NO2 Emission in the Underground Operation,M. Gangal,2013-10-04
679,Presentation/PrÈsentation,Engine Certification Testing and Ventilation Rates for Tier 4 Update,"B. Rubeli, M. Gangal",2013-10-04
680,Presentation/PrÈsentation,CCRMP Highlights 2012 to 2013,"M.E. Leaver, J. Salley",2013-09-17
681,Presentation/PrÈsentation,Observations on the Data from the Preparation of Certified Reference Materials and Proficiency Testing Program ‚Äì Mineral Analysis Laboratories (PTP-MAL) at CCRMP,"M.E. Leaver, J. Salley",2013-09-17
682,Presentation/PrÈsentation,"D√©fis reli√©s √† l‚Äôutilisation du diesel dans les mines,  Present√© au Comit√© de sant√© et pr√©vention des accidents - AMQ",M. Grenier,2013-09-12
683,Presentation/PrÈsentation,Diesel Mobile Equipment in Mines,"Grenier, Michel",2013-08-30
684,Presentation/PrÈsentation,CanmetMINING's Marine Transformation/Dissolution Project,P. Huntsman-Mapila,2013-08-29
685,Presentation/PrÈsentation,Validation of the UN T/DP for Freshwater Media and Implications for Validation of a Marine T/DP,J.M. Skeaff,2013-08-29
686,Presentation/PrÈsentation,Determination of Select Elements at PPB Levels in Marine Media by Chelation,M. Pawlak,2013-08-06
687,Presentation/PrÈsentation,"Impact of Humid Environment on Pb, Zn, Co and Se Bioaccessibilities in Indoor Dust",S. Beauchemin,2013-07-02
688,Conference Proceedings/Actes de confÈrence ,Ground support loading monitored with Rock Bolt Sensor (RBS‚Ñ¢) and relationship to nearby production and seismicity,"Smith-Bougher L (main author), Anderson Z,  Levesque D, Kruger S, Quenneville Y, Jalbout A, Szirti J",2020-10-15
689,Conference Proceedings/Actes de confÈrence ,Auxiliary fan energy consumption profile under ventilation control strategies,Enrique Acuna-Duhart; Michelle Levesque,2020-09-14
690,Conference Proceedings/Actes de confÈrence ,Auxiliary fan selection considering purchasing and energy costs based on fan curves,"Enrique Acuna-Duhart, Michelle Levesque, Juan Pablo Hurtado",2020-09-14
691,Conference Proceedings/Actes de confÈrence ,OPTIMIZATION OF RARE EARTH ELEMENTS LEACHING FROM A NECHALACHO CONCENTRATE SAMPLE,"Maziar E. Sauber, Antonio Di Feo, and Tesfaye Negeri",2020-06-24
692,Conference Proceedings/Actes de confÈrence ,Interpretation of Peak and Residual Strength of Induced Tension Fractures in Sandstone by Single-Stage and Multi-Stage Direct Shear Tests,Steven Gaines,2020-04-17
693,Conference Proceedings/Actes de confÈrence ,QUANTIFYING THE EXTENT OF METALLIZATION FOLLOWING THE DIRECT REDUCTION OF CHROMITE (DRC),"Nail R. Zagrtdenov, Dogan Paktunc, Eleanor Berryman",2020-03-09
694,Conference Proceedings/Actes de confÈrence ,LOW GRADE RARE EARTH ORE PROCESSING ALTERNATIVES,Tesfaye Negeri ,2020-03-04
695,Conference Proceedings/Actes de confÈrence ,MINERAL PROCESSING FLOWSHEET APPROACHES FOR THE ASHRAM RARE EARTH AND FLUORSPAR DEPOSIT,"Tesfaye Negeri, Maziar Sauber and Smith ",2020-03-04
696,Conference Proceedings/Actes de confÈrence ,Ferrochrome smelter dusts from a pilot-scale DC Electric Arc Furnace,"Eleanor Berryman, Dogan Paktunc, Graeme Goodall",2020-02-26
697,Conference Proceedings/Actes de confÈrence ,Recovery of battery metals (Ni and Co) from pyrrhotite tailings,"Rory Cameron, Rolando Lastra, Yves Thibault, Jean-Michel Bondy, John Chaulk, and Doug Go",2020-02-04
698,Conference Proceedings/Actes de confÈrence ,Acid soaking water leaching of REE bearing ore samples,"Chen Xia,Wesley Griffith, Ceferino Soriano,Eden Barry",2020-01-06
699,Conference Proceedings/Actes de confÈrence ,OPTIMIZATION OF RARE EAERTH ELEMENTS LEACHING FROM A NECHALACHO CONCENTRATE SAMPLE,Maziar E. Sauber,2020-01-02
700,Conference Proceedings/Actes de confÈrence ,The effects of water recycling on nickel-copper ore at a North American concentrator,"TonyDi Feo, Konstantin Volchek, Lucie Morin and Andre Demers",2019-12-20
701,Conference Proceedings/Actes de confÈrence ,Electrodialysis Separation of Light Rare Earth Elements from Their Binary Solutions,"Sanaz Mosadeghsedghi, Maziar Sauber, Soha Issa, and Saviz Mortazavi",2019-12-17
702,Conference Proceedings/Actes de confÈrence ,"Process scale-up for uranium, mercury and cesium recovery from surrogate radioactive cemented waste.","Nicolas Reynier, Maxime Courchesne, Cheryl Laviolette, Andr√© Demers, Rolando Lastra, Mark Chapman",2019-11-20
703,Conference Proceedings/Actes de confÈrence ,Supercritical Fluid Extraction of Rare Earth Elements from a Canadian Ore,"Jiakai Zhang, Kimberly Watada, Maziar E. Sauber, and Gisele Azimi",2019-09-23
